"draw","coef","t_stat"
1,0.913891716314538,1.343185761289
2,-0.197716164024996,-0.163452946317763
3,3.11543464842907,2.58911025924533
4,-0.574887401388651,-0.476566440478494
5,-3.42327016164995,-1.94909400772337
6,-0.312272159740132,-0.16539988761613
7,0.341254000757317,0.298428361310209
8,-0.471749473216278,-0.255606669934126
9,1.410379965841,0.824580045737729
10,-1.49534403556254,-1.55027650828943
11,-2.59528395228676,-1.44970359645622
12,0.183935212874758,0.186624803384679
13,0.74792544225113,0.698094721578049
14,0.646879381448798,0.598740763220755
15,-2.20793263700261,-1.30891097069666
16,1.76259056053027,1.77670753118483
17,-2.50099982678364,-2.46520884321147
18,0.344684338317279,0.439547525768256
19,-0.314281122625175,-0.351806859639656
20,1.61628718395559,0.701084537828448
21,1.02416007525642,1.28826422008181
22,-0.974408268452862,-0.96253287286486
23,-0.697223638044761,-1.07160567134754
24,2.64523953845674,1.59726991958111
25,0.245845038402649,0.210148824238787
26,-1.7680089472459,-2.45043781827196
27,-1.93146850368032,-3.5160073760978
28,-1.55205877143044,-1.11764631305308
29,0.840282323132669,0.527902398539377
30,-1.41139931305827,-1.32649141105846
31,-0.00466998171486921,-0.00448335503876473
32,-1.25498380756858,-1.73492214845772
33,0.487734736942571,0.488423576585822
34,0.112153281828341,0.0878515010385604
35,0.400645542386087,0.454619799867339
36,-1.79711006532045,-2.3930255383057
37,2.05598372458144,1.81773154064883
38,-0.985379168684517,-1.08029588492712
39,-5.06318979199114,-1.70293353293908
40,0.879052567254462,0.954796221525477
41,1.66833391295245,1.28525686382004
42,1.34192844883023,0.798994155391178
43,0.0209425665105982,0.0218425928193277
44,-0.0590831183538967,-0.0392291736701816
45,-0.870330107706195,-0.50697260806839
46,-1.91420371032268,-2.19615846314608
47,1.24737686232652,0.684164698442861
48,2.638401419915,2.79942391375417
49,0.696688410237698,1.01241421052144
50,0.111722219231638,0.144251107089038
51,1.25283818381047,1.36421869267298
52,2.82784726458283,2.85532826138243
53,0.745385296868449,1.47267958285123
54,0.902428685598352,0.524751187404635
55,1.17024215617221,0.907753765546257
56,1.01586800257769,0.624287805501531
57,-0.0585247071012418,-0.051869079554121
58,0.374191055202004,0.303040371201217
59,-4.03380401170057,-2.35350731771672
60,1.17832934949593,0.609950306334049
61,0.0560514405842696,0.0337896876579863
62,-0.135544799886816,-0.0753386859246038
63,0.0228191645358038,0.010300740656338
64,-1.76306905082265,-1.3678944567908
65,0.589901136364006,0.239793539230408
66,0.817574250445887,0.616977254656096
67,0.834201432609461,0.794172790782949
68,-1.14484051720979,-0.582130562171031
69,0.589861031486407,0.579818381323488
70,-2.83834370803879,-3.12452825839135
71,-1.32517173482302,-1.76634199626426
72,0.485055410415953,0.330015612181612
73,0.766521206566722,0.864565745244551
74,1.37887448382412,0.815160911295299
75,1.24205901309142,0.634053739192239
76,0.51462952844247,0.673263702578102
77,0.781879491087125,0.465742639918868
78,0.641055733683743,0.503362372695881
79,0.600958973352135,0.768470008342273
80,-1.48117748080642,-1.96661775799639
81,1.05593076518085,0.899044665429437
82,2.34676473836726,2.51505861314612
83,0.0756676503656308,0.0417181398743176
84,0.7165634790789,0.633936184099096
85,-2.52927853380083,-2.3302454514002
86,-1.43258328680292,-1.18248493064791
87,0.879668337388921,0.51661452096338
88,0.185690681425172,0.14184225320322
89,0.768923550041563,0.447438350483223
90,-0.867191160952643,-0.432312995700813
91,1.21123838122185,0.945499714274116
92,0.111597126755441,0.108610007299677
93,-1.88089408540441,-1.67900581606325
94,-4.81500894134979,-3.19624127053094
95,1.48705498376887,2.20776006529611
96,-0.592618714948685,-0.514887360920773
97,0.00937658573593581,0.00528750786041488
98,-0.409176082603153,-0.321873389440656
99,-0.697883616423042,-0.746336199385625
100,0.141448576465564,0.177926916722306
101,-1.72045559157095,-1.02856910826788
102,-0.959885638302467,-0.710005830358608
103,1.35829957283477,2.32016377316233
104,-0.190978848763734,-0.118581594437005
105,-0.103046803398911,-0.0623252524501709
106,0.825938986963706,0.863069408636402
107,-0.958281614734915,-0.515389646901496
108,-3.97575458690199,-1.64540230758899
109,-0.876500101578813,-0.855299454508921
110,1.68319153718448,1.09775725529088
111,0.480251276148465,0.829668637971823
112,-0.00754119254168018,-0.00713624296227947
113,-1.80095783958836,-2.2810185348976
114,1.77307315760527,1.31212427433961
115,0.670676484347723,0.553203675606061
116,0.343962421915649,0.31470261295153
117,-1.55048831061049,-1.27953004669573
118,1.29902955475291,1.55113025574335
119,0.612805819946516,0.917494849985069
120,0.303377091451466,0.373892296527065
121,-0.235192334246449,-0.202848658746806
122,0.42530202797127,0.416668387195507
123,0.0466392394923787,0.0269303574647251
124,1.08018616557047,0.563692810970766
125,0.919326344798492,1.05420860173593
126,0.0313351674305977,0.0263387515221811
127,0.262151792470831,0.177002142169363
128,0.0598089551212979,0.0386483263438873
129,1.42304738624694,1.22827456477887
130,-2.04811397753429,-1.29250548295754
131,-0.341347059712007,-0.317150824359769
132,0.925719720550433,0.64249275006226
133,-0.734148889140783,-0.798175826498934
134,-0.170134390131352,-0.176920656875815
135,1.89482724948948,1.44537528806228
136,0.657744819336813,0.693587760286166
137,1.20123941035263,0.905761269249344
138,0.853408849719585,0.9806023869315
139,-1.84280750441599,-1.28964105596347
140,-2.67479989043363,-1.57099282263212
141,0.743948934667515,0.581796630693025
142,1.33508538874014,1.59902960980012
143,-0.185373053436251,-0.182325449025666
144,0.55043206442997,0.669094856663894
145,-0.461391450175825,-0.444302679617923
146,-0.967916288999731,-0.558900994304844
147,0.241950544887914,0.21577151705074
148,-0.628820591312433,-0.381656431109267
149,-0.497612118329585,-0.513700158048894
150,1.56208518761855,1.15248855632339
151,-1.45077319796496,-1.15449607807224
152,-2.4944759409284,-1.37229464359935
153,0.0539932797769325,0.0437538466017181
154,-0.798574953993239,-0.697032948296147
155,1.69919585711568,2.13250217151826
156,-2.09598434599172,-1.89414981989998
157,-1.78877291178338,-3.55814503158564
158,-1.3024636713692,-0.662210262084198
159,0.667032406387762,0.932023522121307
160,-0.229618952334363,-0.25698645787835
161,-1.00408181316016,-0.907059433561444
162,1.47120803084181,1.19563027534058
163,-1.33190787709054,-1.50268212630991
164,0.520017737022613,0.750979029975033
165,0.889761914178166,0.622374473275283
166,-0.586144933329933,-0.515532947124571
167,-1.03948559475964,-1.27389717917235
168,-0.00960684072697404,-0.00681828483073214
169,0.347668550811136,0.405931090426556
170,0.733772677607476,0.519965316688209
171,-2.23083661395412,-1.23589607925834
172,0.407708076481185,0.210907977864826
173,-1.30417915842395,-1.01567367115958
174,1.10492221981542,0.809351100698117
175,-1.0375671362973,-0.963831266410695
176,0.747449094318426,0.915204150713467
177,-1.93863111365431,-2.56433290375121
178,1.68049406069861,1.35737487928354
179,2.70695469564976,2.39898972823154
180,-1.60922528561014,-1.06647269514986
181,0.618955760151493,0.412764698857251
182,-2.92394393719098,-3.01725651375846
183,0.853939613196303,0.861886563379268
184,0.167379666738384,0.103966899395037
185,-0.749301591694802,-0.513427762670324
186,-0.960958575754603,-1.70031858028825
187,-2.33881969930508,-1.32754042874012
188,2.44518698235356,3.37447619113512
189,2.37419933213971,2.8359555612538
190,2.35675062692985,1.61107600089626
191,-1.30078595238001,-1.63708933074173
192,0.726144385673479,0.409116201789361
193,-1.94718251175755,-2.40454767090936
194,0.288696385196658,0.344712476722856
195,1.11781511359368,0.514825570126636
196,0.372262882758719,0.355461781008216
197,1.55270915427627,0.933679761468321
198,1.61991982594623,1.14169001897693
199,1.53255044200682,1.14774262376954
200,1.46745684299367,2.22244299485367
201,0.364239989396424,0.252619512978387
202,-0.426469187678322,-0.196323687385413
203,2.41159233386873,1.69316685689334
204,3.84776244499949,4.00817585667479
205,0.799923061406389,0.423028516100786
206,-1.59397967169184,-1.46559938338628
207,0.896290207354923,0.484405247161198
208,-2.40420980483282,-1.43291305291405
209,-1.90085313991608,-1.74592511627703
210,-1.70550747277059,-1.6858147221453
211,-0.802801177063088,-0.729154935389691
212,1.92012060667423,2.0525374597083
213,-0.186748256594797,-0.112106309947036
214,0.216516204930031,0.259574702800627
215,0.005809905073761,0.00470246617747212
216,-3.84346328115839,-1.94151203263148
217,-2.30314302842885,-3.61914845407203
218,-1.14111475393543,-1.16059007330552
219,-0.329221771094353,-0.247584806401467
220,0.388022863242895,0.267617145115755
221,0.362159343792769,0.320919409732713
222,-1.65235041915491,-2.94855090646738
223,-0.397174335057571,-0.427798045742059
224,-0.762055335442483,-0.830271298068358
225,1.01883870244797,1.90914357570415
226,-0.723654276783918,-0.50167704272996
227,1.21981006220358,2.20433008052392
228,-0.284262465728716,-0.279850316662373
229,-1.39353467040246,-1.46261130649967
230,1.74804476055874,1.85263653273918
231,-0.069641504648871,-0.0510506451111472
232,-1.74414056209844,-1.14776987615862
233,-2.66862898038733,-2.94338180782705
234,0.672503358560789,0.345123699700642
235,2.83009089418033,2.39196844692237
236,-2.24495535961046,-1.77805974141467
237,-1.14607551918186,-1.0261489836649
238,0.946529539533003,1.42902390845138
239,1.72004098296338,1.40491752707273
240,0.315515560091058,0.406302369199321
241,-1.38308508765215,-1.31691845645704
242,1.8782850033042,1.03490199691413
243,1.61334249557081,1.3881508380714
244,-1.08267308403458,-0.941226502917903
245,1.28214695400879,1.58467508022819
246,2.0102620723078,2.85317615055681
247,2.68264305181992,2.38779700296272
248,1.82862711954294,1.14153470105422
249,-0.323819536420842,-0.23185415820291
250,0.169607385591348,0.0998714974645234
251,-0.922488374304976,-1.1713777198549
252,1.87371831722839,0.590303066685973
253,1.48198111166812,1.14241636012943
254,-0.972932716851574,-0.872336193565257
255,-0.144109302125798,-0.145142571979854
256,-0.595736179680671,-0.748132425251178
257,-1.96919977661639,-3.2892271476546
258,-1.95512446434623,-2.89867617806025
259,-1.09425182265807,-1.54210610965289
260,-2.42988575301843,-3.1760168437882
261,-0.550115604895154,-0.523761998475945
262,-0.091569718020537,-0.0701265116003305
263,-0.85587545030819,-0.550011066976266
264,-1.11840286261076,-1.72815291530031
265,-1.92420713162187,-2.23479952969564
266,-3.18088729735223,-2.24106503890762
267,-1.27254275531004,-0.966539319028638
268,-3.39034787830701,-2.72356899369625
269,-0.959064944563693,-1.07574346025842
270,2.20243033730708,2.28501970582819
271,1.5755805779736,0.968269505564056
